month,no_edit,property_stat
2015-11-30,20,P170
2015-12-31,29,P170
2016-01-31,6,P170
2016-02-29,10,P170
2016-03-31,3,P170
2016-05-31,9,P170
2016-06-30,3,P170
2016-07-31,7,P170
2016-09-30,17,P170
2013-07-31,3,P1705
2013-08-31,3,P1705
2013-10-31,3,P1705
2014-05-31,3,P1705
2014-06-30,12,P1705
2014-07-31,3,P1705
2014-09-30,13,P1705
2014-10-31,3,P1705
2014-11-30,6,P1705
2015-01-31,3,P1705
2015-04-30,3,P1705
2015-05-31,3,P1705
2015-07-31,3,P1705
2015-09-30,3,P1705
2015-11-30,3,P1705
2015-12-31,4,P1705
2016-02-29,4,P1705
2016-03-31,3,P1705
2013-08-31,3,P1707
2014-09-30,3,P1708
2016-01-31,3,P1708
2014-04-30,3,P1709
2014-06-30,3,P1709
2014-09-30,9,P1709
2015-09-30,3,P1709
2013-02-28,9,P171
2013-03-31,22,P171
2013-04-30,38,P171
2013-05-31,61,P171
2013-06-30,182,P171
2013-07-31,75,P171
2013-08-31,184,P171
2013-09-30,113,P171
2013-10-31,105,P171
2013-11-30,106,P171
2013-12-31,37,P171
2014-01-31,67,P171
2014-02-28,68,P171
2014-03-31,45,P171
2014-04-30,42,P171
2014-05-31,47,P171
2014-06-30,338,P171
2014-07-31,217,P171
2014-08-31,326,P171
2014-09-30,517,P171
2014-10-31,331,P171
2014-11-30,334,P171
2014-12-31,70,P171
2015-01-31,66,P171
2015-02-28,96,P171
2015-03-31,64,P171
2015-04-30,212,P171
2015-05-31,202,P171
2015-06-30,85,P171
2015-07-31,98,P171
2015-08-31,198,P171
2015-09-30,124,P171
2015-10-31,189,P171
2015-11-30,212,P171
2015-12-31,89,P171
2016-01-31,94,P171
2016-02-29,87,P171
2016-03-31,58,P171
2016-04-30,49,P171
2016-05-31,44,P171
2016-06-30,40,P171
2016-07-31,21,P171
2016-08-31,43,P171
2016-09-30,65,P171
2016-10-31,3,P171
2013-06-30,3,P1711
2013-08-31,3,P1711
2014-09-30,3,P1711
2015-06-30,3,P1711
2016-09-30,3,P1711
2013-08-31,4,P1712
2013-12-31,3,P1712
2014-08-31,6,P1712
2014-10-31,3,P1712
2015-01-31,3,P1712
2015-05-31,3,P1712
2015-08-31,3,P1712
2015-09-30,3,P1712
2015-10-31,6,P1712
2015-11-30,3,P1712
2016-07-31,3,P1712
2015-10-31,3,P1714
2014-08-31,3,P1716
2013-04-30,3,P1717
2013-02-28,5,P172
2013-04-30,6,P172
2013-05-31,3,P172
2013-06-30,6,P172
2013-07-31,3,P172
2013-11-30,6,P172
2013-12-31,3,P172
2014-05-31,3,P172
2014-06-30,16,P172
2014-07-31,14,P172
2014-08-31,3,P172
2014-09-30,39,P172
2014-10-31,9,P172
2014-11-30,10,P172
2015-01-31,3,P172
2015-03-31,3,P172
2015-04-30,5,P172
2015-05-31,8,P172
2015-06-30,6,P172
2015-07-31,6,P172
2015-09-30,3,P172
2015-10-31,11,P172
2015-11-30,3,P172
2015-12-31,4,P172
2016-01-31,9,P172
2016-02-29,5,P172
2016-05-31,8,P172
2016-06-30,3,P172
2016-07-31,3,P172
2016-08-31,8,P172
2015-11-30,3,P1727
2013-08-31,3,P1728
2014-06-30,12,P1728
2014-08-31,6,P1728
2014-09-30,9,P1728
2014-10-31,3,P1728
2014-11-30,8,P1728
2015-02-28,3,P1728
2015-05-31,7,P1728
2015-06-30,3,P1728
2015-07-31,3,P1728
2015-10-31,3,P1728
2016-06-30,3,P1728
2014-11-30,3,P1729
2015-02-28,3,P1729
2013-08-31,3,P1733
2014-06-30,3,P1733
2014-10-31,4,P1733
2014-11-30,6,P1741
2013-09-30,3,P1745
2014-06-30,3,P1746
2013-05-31,3,P1747
2015-10-31,3,P1747
2014-01-31,3,P1748
2014-09-30,3,P1748
2014-10-31,3,P1748
2015-07-31,3,P1748
2013-02-28,5,P175
2013-03-31,5,P175
2013-04-30,6,P175
2013-05-31,3,P175
2013-06-30,20,P175
2013-07-31,3,P175
2013-08-31,4,P175
2013-09-30,12,P175
2013-10-31,6,P175
2013-11-30,9,P175
2014-01-31,6,P175
2014-02-28,6,P175
2014-06-30,31,P175
2014-08-31,15,P175
2014-09-30,9,P175
2014-10-31,18,P175
2014-11-30,25,P175
2014-12-31,4,P175
2015-01-31,9,P175
2015-02-28,9,P175
2015-03-31,3,P175
2015-04-30,9,P175
2015-05-31,26,P175
2015-06-30,6,P175
2015-07-31,3,P175
2015-08-31,25,P175
2015-09-30,3,P175
2015-10-31,3,P175
2015-11-30,8,P175
2015-12-31,9,P175
2016-02-29,3,P175
2016-03-31,3,P175
2016-04-30,3,P175
2016-08-31,3,P175
2014-06-30,4,P1750
2014-02-28,4,P1752
2014-06-30,3,P1753
2013-03-31,6,P176
2013-04-30,3,P176
2013-06-30,21,P176
2013-07-31,9,P176
2013-08-31,18,P176
2013-09-30,12,P176
2013-10-31,15,P176
2013-11-30,9,P176
2013-12-31,9,P176
2014-01-31,6,P176
2014-02-28,3,P176
2014-03-31,3,P176
2014-04-30,6,P176
2014-05-31,6,P176
2014-06-30,48,P176
2014-07-31,17,P176
2014-08-31,36,P176
2014-09-30,36,P176
2014-10-31,27,P176
2014-11-30,33,P176
2014-12-31,9,P176
2015-01-31,12,P176
2015-02-28,3,P176
2015-03-31,3,P176
2015-04-30,12,P176
2015-05-31,18,P176
2015-06-30,3,P176
2015-07-31,9,P176
2015-08-31,12,P176
2015-09-30,18,P176
2015-10-31,18,P176
2015-11-30,19,P176
2015-12-31,15,P176
2016-01-31,6,P176
2016-02-29,11,P176
2016-03-31,3,P176
2016-06-30,6,P176
2016-08-31,3,P176
2016-09-30,3,P176
2014-07-31,6,P1762
2014-08-31,3,P1762
2016-07-31,3,P1762
2013-04-30,3,P177
2013-08-31,3,P177
2014-06-30,3,P177
2014-06-30,3,P1772
2014-11-30,6,P1772
2015-10-31,3,P1772
2013-03-31,3,P178
2013-05-31,4,P178
2013-06-30,6,P178
2013-08-31,12,P178
2013-09-30,6,P178
2013-10-31,3,P178
2013-11-30,3,P178
2014-02-28,3,P178
2014-04-30,3,P178
2014-06-30,6,P178
2014-08-31,3,P178
2014-09-30,34,P178
2014-10-31,3,P178
2014-11-30,3,P178
2015-01-31,3,P178
2015-07-31,10,P178
2015-08-31,9,P178
2015-09-30,3,P178
2015-10-31,3,P178
2015-11-30,3,P178
2016-01-31,9,P178
2016-03-31,4,P178
2016-05-31,3,P178
2016-06-30,11,P178
2013-06-30,15,P179
2013-07-31,3,P179
2013-08-31,3,P179
2013-09-30,3,P179
2013-10-31,3,P179
2014-02-28,6,P179
2014-04-30,6,P179
2014-05-31,6,P179
2014-06-30,18,P179
2014-07-31,6,P179
2014-08-31,17,P179
2014-09-30,29,P179
2014-10-31,16,P179
2014-11-30,3,P179
2014-12-31,3,P179
2015-01-31,6,P179
2015-02-28,6,P179
2015-03-31,3,P179
2015-04-30,12,P179
2015-05-31,15,P179
2015-06-30,3,P179
2015-07-31,3,P179
2015-09-30,3,P179
2015-11-30,12,P179
2015-12-31,3,P179
2016-01-31,6,P179
2016-02-29,7,P179
2016-03-31,6,P179
2016-04-30,9,P179
2016-05-31,3,P179
2016-09-30,3,P179
2015-11-30,3,P1791
2013-09-30,3,P1792
2014-06-30,10,P1792
2014-08-31,4,P1792
2014-10-31,3,P1792
2015-10-31,3,P1792
2016-08-31,3,P1792
2013-03-31,4,P1793
2013-04-30,4,P1793
2013-05-31,6,P1793
2013-06-30,9,P1793
2013-08-31,6,P1793
2013-09-30,4,P1793
2013-10-31,12,P1793
2014-01-31,3,P1793
2014-03-31,3,P1793
2014-04-30,8,P1793
2014-06-30,37,P1793
2014-07-31,13,P1793
2014-08-31,20,P1793
2014-09-30,20,P1793
2014-10-31,7,P1793
2014-11-30,17,P1793
2014-12-31,3,P1793
2015-01-31,5,P1793
2015-03-31,4,P1793
2015-04-30,18,P1793
2015-05-31,10,P1793
2015-06-30,10,P1793
2015-07-31,10,P1793
2015-09-30,15,P1793
2015-11-30,17,P1793
2015-12-31,6,P1793
2016-01-31,6,P1793
2016-02-29,6,P1793
2016-03-31,4,P1793
2016-05-31,6,P1793
2016-07-31,3,P1793
2016-08-31,18,P1793
2014-11-30,3,P1799
2013-02-28,55,P18
2013-03-31,81,P18
2013-04-30,139,P18
2013-05-31,129,P18
2013-06-30,473,P18
2013-07-31,192,P18
2013-08-31,470,P18
2013-09-30,344,P18
2013-10-31,317,P18
2013-11-30,237,P18
2013-12-31,120,P18
2014-01-31,189,P18
2014-02-28,179,P18
2014-03-31,133,P18
2014-04-30,183,P18
2014-05-31,155,P18
2014-06-30,1183,P18
2014-07-31,530,P18
2014-08-31,1020,P18
2014-09-30,1599,P18
2014-10-31,1052,P18
2014-11-30,947,P18
2014-12-31,143,P18
2015-01-31,232,P18
2015-02-28,252,P18
2015-03-31,185,P18
2015-04-30,573,P18
2015-05-31,583,P18
2015-06-30,325,P18
2015-07-31,451,P18
2015-08-31,595,P18
2015-09-30,313,P18
2015-10-31,406,P18
2015-11-30,588,P18
2015-12-31,306,P18
2016-01-31,257,P18
2016-02-29,258,P18
2016-03-31,165,P18
2016-04-30,129,P18
2016-05-31,191,P18
2016-06-30,129,P18
2016-07-31,125,P18
2016-08-31,137,P18
2016-09-30,157,P18
2016-10-31,9,P18
2013-02-28,3,P180
2013-04-30,6,P180
2013-05-31,9,P180
2013-06-30,11,P180
2013-07-31,23,P180
2013-08-31,15,P180
2013-09-30,8,P180
2013-10-31,3,P180
2013-11-30,8,P180
2013-12-31,3,P180
2014-01-31,11,P180
2014-02-28,3,P180
2014-04-30,6,P180
2014-06-30,33,P180
2014-07-31,12,P180
2014-08-31,16,P180
2014-09-30,35,P180
2014-10-31,24,P180
2014-11-30,42,P180
2014-12-31,6,P180
2015-01-31,3,P180
2015-02-28,3,P180
2015-03-31,12,P180
2015-04-30,17,P180
2015-05-31,24,P180
2015-06-30,9,P180
2015-07-31,7,P180
2015-08-31,26,P180
2015-09-30,10,P180
2015-10-31,9,P180
2015-11-30,6,P180
2015-12-31,9,P180
2016-01-31,9,P180
2016-02-29,14,P180
2016-03-31,13,P180
2016-04-30,3,P180
2016-05-31,9,P180
2016-06-30,3,P180
2016-08-31,6,P180
2014-09-30,3,P1800
2014-11-30,3,P1800
2016-09-30,3,P1800
2013-04-30,5,P1801
2013-05-31,3,P1801
2015-11-30,3,P1802
2014-08-31,3,P1804
2014-11-30,3,P1804
2015-06-30,3,P1804
2016-09-30,4,P1804
2014-07-31,3,P1807
2013-09-30,6,P181
2014-01-31,4,P181
2014-06-30,7,P181
2014-09-30,6,P181
2014-11-30,11,P181
2015-04-30,6,P181
2015-06-30,3,P181
2015-07-31,3,P181
2015-10-31,3,P181
2015-11-30,6,P181
2016-01-31,7,P181
2016-02-29,7,P181
2013-06-30,3,P1811
2014-06-30,3,P1811
2015-04-30,3,P1811
2015-10-31,3,P1811
2013-06-30,3,P1813
2013-09-30,3,P1813
2014-08-31,3,P1813
2015-03-31,3,P1813
2015-06-30,3,P1813
2015-08-31,3,P1813
2015-10-31,3,P1813
2016-01-31,3,P1813
2016-07-31,3,P1813
2013-05-31,3,P1814
2014-01-31,3,P1814
2014-06-30,21,P1814
2014-09-30,14,P1814
2014-11-30,3,P1814
2014-09-30,3,P1815
2014-05-31,3,P1816
2014-11-30,3,P1816
2013-09-30,3,P1819
2014-06-30,3,P1819
2014-10-31,3,P1819
2015-10-31,3,P1819
2016-02-29,3,P1819
2015-05-31,4,P1820
2014-06-30,9,P1821
2014-06-30,3,P1823
2016-09-30,3,P1825
2013-09-30,3,P1828
2014-11-30,6,P183
2015-11-30,3,P183
2013-05-31,3,P1831
2014-06-30,3,P1831
2014-08-31,3,P1831
2014-09-30,3,P1831
2014-11-30,4,P1831
2015-03-31,3,P1831
2015-04-30,3,P1831
2015-11-30,9,P1831
2014-08-31,4,P1833
2014-09-30,7,P1833
2014-10-31,5,P1833
2015-02-28,3,P1833
2015-08-31,7,P1833
2015-12-31,7,P1833
2015-10-31,5,P1838
2015-11-30,3,P1839
2013-04-30,3,P184
2014-04-30,3,P184
2014-06-30,3,P184
2014-09-30,3,P184
2015-05-31,5,P184
2015-11-30,7,P184
2016-09-30,3,P184
2014-04-30,4,P1842
2014-12-31,3,P1842
2015-01-31,6,P1842
2015-04-30,3,P1842
2015-08-31,9,P1842
2015-11-30,5,P1842
2013-09-30,3,P1843
2014-06-30,7,P1843
2014-08-31,3,P1843
2014-09-30,9,P1843
2014-10-31,3,P1843
2014-11-30,3,P1843
2015-01-31,3,P1843
2015-04-30,3,P1843
2015-05-31,3,P1843
2015-06-30,9,P1843
2015-07-31,3,P1843
2015-10-31,9,P1843
2016-03-31,3,P1843
2014-10-31,4,P1846
2015-08-31,3,P1846
2016-01-31,3,P1846
2016-06-30,3,P185
2015-03-31,3,P1850
2014-01-31,3,P1853
2014-09-30,3,P1853
2013-10-31,3,P1855
2014-03-31,3,P1855
2014-06-30,6,P1855
2014-08-31,14,P1855
2014-09-30,6,P1855
2014-10-31,3,P1855
2014-11-30,3,P1855
2014-12-31,4,P1855
2015-02-28,6,P1855
2015-07-31,8,P1855
2015-09-30,5,P1855
2015-10-31,3,P1855
2015-12-31,3,P1855
2016-02-29,5,P1855
2016-07-31,6,P1855
2016-09-30,3,P1855
2013-05-31,3,P186
2013-06-30,6,P186
2013-07-31,3,P186
2013-08-31,12,P186
2013-09-30,17,P186
2013-10-31,12,P186
2013-11-30,8,P186
2013-12-31,3,P186
2014-01-31,3,P186
2014-02-28,3,P186
2014-05-31,6,P186
2014-06-30,13,P186
2014-07-31,6,P186
2014-08-31,17,P186
2014-09-30,14,P186
2014-10-31,14,P186
2014-11-30,18,P186
2014-12-31,3,P186
2015-01-31,3,P186
2015-02-28,3,P186
2015-05-31,19,P186
2015-07-31,3,P186
2015-08-31,6,P186
2015-09-30,6,P186
2015-10-31,13,P186
2015-11-30,6,P186
2016-01-31,3,P186
2016-02-29,6,P186
2016-03-31,3,P186
2016-04-30,10,P186
2016-05-31,3,P186
2016-06-30,3,P186
2016-07-31,3,P186
2016-08-31,10,P186
2014-11-30,3,P1866
2014-12-31,3,P1866
2014-07-31,3,P1867
2014-09-30,4,P1867
2015-06-30,3,P1867
2015-11-30,4,P1867
2014-12-31,3,P1868
2015-10-31,4,P1868
2014-03-31,3,P1871
2014-06-30,3,P1871
2014-08-31,3,P1871
2015-04-30,3,P1871
2015-10-31,4,P1871
2013-05-31,3,P1872
2014-03-31,3,P1872
2014-06-30,11,P1872
2016-03-31,5,P1872
2013-03-31,3,P1873
2014-09-30,7,P1873
2014-08-31,3,P1874
2015-03-31,3,P1874
2014-08-31,3,P1875
2013-06-30,15,P1879
2013-11-30,8,P1879
2014-06-30,8,P1879
2014-08-31,6,P1879
2014-09-30,9,P1879
2014-10-31,11,P1879
2015-04-30,8,P1879
2015-05-31,3,P1879
2015-09-30,10,P1879
2014-09-30,3,P1882
2016-07-31,4,P1882
2016-08-31,3,P1882
2013-07-31,3,P1884
2013-10-31,5,P1884
2014-04-30,3,P1884
2014-07-31,3,P1884
2014-08-31,7,P1884
2014-10-31,8,P1884
2014-11-30,5,P1884
2015-01-31,3,P1884
2015-04-30,4,P1884
2015-07-31,3,P1884
2015-08-31,3,P1884
2015-09-30,3,P1884
2015-12-31,3,P1884
2013-10-31,3,P1889
2014-04-30,3,P1889
2014-08-31,3,P1889
2014-09-30,6,P1889
2015-04-30,3,P1889
2015-05-31,3,P1889
2015-06-30,3,P1889
2015-08-31,3,P1889
2015-11-30,3,P1889
2016-06-30,3,P1889
2016-09-30,3,P1889
2016-07-31,3,P1890
2013-04-30,3,P1895
2014-03-31,3,P1895
2014-07-31,3,P1895
2014-10-31,3,P1895
2015-01-31,3,P1895
2015-04-30,3,P1895
2013-09-30,6,P1896
2014-06-30,9,P1896
2014-08-31,3,P1896
2014-09-30,7,P1896
2014-10-31,3,P1896
2014-11-30,4,P1896
2015-06-30,3,P1896
2015-11-30,3,P1896
2016-02-29,3,P1896
2013-02-28,35,P19
2013-03-31,48,P19
2013-04-30,34,P19
2013-05-31,55,P19
2013-06-30,140,P19
2013-07-31,79,P19
2013-08-31,209,P19
2013-09-30,116,P19
2013-10-31,137,P19
2013-11-30,85,P19
2013-12-31,48,P19
2014-01-31,66,P19
2014-02-28,59,P19
2014-03-31,64,P19
2014-04-30,33,P19
2014-05-31,51,P19
2014-06-30,435,P19
2014-07-31,182,P19
2014-08-31,403,P19
2014-09-30,607,P19
2014-10-31,454,P19
2014-11-30,359,P19
2014-12-31,86,P19
2015-01-31,104,P19
2015-02-28,58,P19
2015-03-31,99,P19
2015-04-30,221,P19
2015-05-31,207,P19
2015-06-30,120,P19
2015-07-31,148,P19
2015-08-31,236,P19
2015-09-30,136,P19
2015-10-31,191,P19
2015-11-30,175,P19
2015-12-31,72,P19
2016-01-31,111,P19
2016-02-29,92,P19
2016-03-31,112,P19
2016-04-30,51,P19
2016-05-31,52,P19
2016-06-30,73,P19
2016-07-31,50,P19
2016-08-31,25,P19
2016-09-30,75,P19
2016-10-31,6,P19
2013-05-31,6,P190
2013-06-30,3,P190
2013-08-31,3,P190
2013-11-30,3,P190
2014-04-30,3,P190
2014-08-31,10,P190
2014-09-30,28,P190
2014-10-31,10,P190
2014-11-30,3,P190
2014-12-31,3,P190
2015-04-30,6,P190
2015-05-31,6,P190
2015-06-30,3,P190
2015-08-31,12,P190
2015-09-30,3,P190
2015-10-31,3,P190
2015-11-30,3,P190
2016-01-31,3,P190
2016-03-31,3,P190
2014-08-31,3,P1900
2015-01-31,3,P1900
2014-09-30,3,P1901
2015-04-30,3,P1902
2015-05-31,3,P1902
2015-07-31,3,P1902
2014-08-31,3,P1903
2014-06-30,3,P1906
2015-10-31,3,P1907
2015-03-31,3,P1919
2014-02-28,3,P1921
2014-07-31,8,P1921
2014-09-30,5,P1921
2014-10-31,4,P1921
2015-10-31,3,P1921
2016-07-31,3,P1922
2014-08-31,3,P1923
2014-09-30,3,P1923
2015-04-30,4,P1923
2015-08-31,3,P1923
2015-11-30,3,P1923
2013-04-30,3,P193
2013-07-31,3,P1931
2014-09-30,3,P1931
2015-06-30,3,P1931
2015-12-31,3,P1931
2013-08-31,3,P1933
2014-06-30,3,P1933
2015-09-30,3,P1933
2013-10-31,3,P1935
2014-09-30,3,P1936
2015-08-31,4,P1936
2015-11-30,3,P1936
2013-06-30,3,P1938
2014-06-30,6,P1938
2014-11-30,3,P1938
2013-09-30,3,P1939
2015-07-31,3,P1939
2013-07-31,6,P194
2013-10-31,3,P194
2014-10-31,3,P194
2014-12-31,3,P194
2015-04-30,3,P194
2015-05-31,6,P194
2015-07-31,4,P194
2016-05-31,6,P194
2014-11-30,3,P1943
2015-04-30,3,P1943
2013-05-31,3,P1946
2014-07-31,3,P1946
2014-10-31,3,P1946
2015-09-30,3,P1947
2015-03-31,3,P1949
2013-05-31,3,P195
2013-08-31,5,P195
2014-05-31,3,P195
2014-06-30,12,P195
2014-07-31,6,P195
2014-08-31,9,P195
2014-09-30,22,P195
2014-10-31,6,P195
2014-11-30,3,P195
2014-12-31,4,P195
2015-03-31,3,P195
2015-04-30,3,P195
2015-05-31,6,P195
2015-06-30,3,P195
2015-07-31,4,P195
2015-09-30,3,P195
2015-10-31,6,P195
2015-11-30,9,P195
2015-12-31,6,P195
2016-06-30,3,P195
2016-08-31,5,P195
2013-07-31,4,P1950
2013-08-31,3,P1950
2016-09-30,3,P1950
2013-03-31,4,P1953
2013-06-30,7,P1953
2013-08-31,6,P1953
2013-09-30,3,P1953
2014-01-31,3,P1953
2014-02-28,3,P1953
2014-06-30,6,P1953
2014-07-31,3,P1953
2014-08-31,4,P1953
2014-09-30,20,P1953
2014-10-31,13,P1953
2014-11-30,6,P1953
2015-02-28,7,P1953
2015-06-30,3,P1953
2015-08-31,3,P1953
2015-09-30,4,P1953
2015-10-31,3,P1953
2015-12-31,7,P1953
2016-03-31,3,P1953
2016-05-31,3,P1953
2016-06-30,3,P1953
2014-04-30,3,P1954
2014-06-30,4,P1954
2014-10-31,4,P1954
2014-12-31,4,P1954
2015-03-31,3,P1960
2015-11-30,3,P1961
2013-10-31,3,P1964
2014-10-31,3,P1966
2016-03-31,3,P1967
2014-09-30,3,P1969
2013-04-30,3,P197
2013-05-31,3,P197
2013-08-31,3,P197
2013-10-31,3,P197
2013-12-31,6,P197
2014-03-31,6,P197
2014-04-30,5,P197
2014-06-30,3,P197
2014-07-31,3,P197
2014-08-31,3,P197
2014-09-30,18,P197
2014-10-31,9,P197
2014-11-30,12,P197
2014-12-31,3,P197
2015-01-31,3,P197
2015-02-28,3,P197
2015-03-31,3,P197
2015-04-30,3,P197
2015-05-31,3,P197
2015-07-31,6,P197
2015-08-31,3,P197
2015-09-30,3,P197
2015-11-30,17,P197
2016-02-29,3,P197
2016-05-31,3,P197
2016-09-30,6,P197
2014-06-30,3,P1970
2015-12-31,6,P1970
2013-03-31,3,P1971
2013-04-30,4,P1971
2013-06-30,10,P1971
2013-08-31,22,P1971
2013-11-30,6,P1971
2014-03-31,3,P1971
2014-05-31,6,P1971
2014-06-30,31,P1971
2014-07-31,10,P1971
2014-08-31,38,P1971
2014-09-30,27,P1971
2014-10-31,33,P1971
2014-11-30,45,P1971
2014-12-31,3,P1971
2015-02-28,4,P1971
2015-04-30,6,P1971
2015-05-31,12,P1971
2015-07-31,3,P1971
2015-08-31,17,P1971
2015-09-30,18,P1971
2015-10-31,10,P1971
2015-11-30,16,P1971
2015-12-31,12,P1971
2016-01-31,6,P1971
2016-02-29,16,P1971
2016-05-31,5,P1971
2016-06-30,3,P1971
2014-06-30,3,P1972
2014-07-31,3,P1972
2013-03-31,4,P1973
2014-08-31,3,P1978
2014-11-30,6,P1978
2015-04-30,6,P1978
2013-05-31,4,P1981
2015-08-31,3,P1981
2016-02-29,3,P1981
2013-04-30,3,P1986
2013-05-31,3,P1986
2013-06-30,3,P1986
2013-09-30,3,P1986
2014-08-31,3,P1986
2014-09-30,14,P1986
2014-10-31,3,P1986
2015-02-28,4,P1986
2015-11-30,3,P1986
2015-12-31,3,P1986
2014-09-30,3,P1987
2013-07-31,3,P1988
2014-12-31,3,P1992
2013-04-30,3,P1993
2016-07-31,3,P1993
2015-08-31,4,P1994
2013-07-31,3,P1995
2013-10-31,3,P1995
2014-04-30,3,P1995
2014-06-30,3,P1995
2014-08-31,3,P1995
2015-04-30,3,P1995
2015-11-30,7,P1995
2016-03-31,3,P1995
2016-05-31,3,P1995
2014-08-31,3,P1997
2014-09-30,3,P1997
2015-04-30,7,P1997
2016-09-30,3,P1997
2014-07-31,3,P1998
2014-08-31,3,P1998
2015-02-28,3,P1998
2013-02-28,6,P20
2013-03-31,15,P20
2013-04-30,3,P20
2013-05-31,23,P20
2013-06-30,89,P20
2013-07-31,23,P20
2013-08-31,87,P20
2013-09-30,45,P20
2013-10-31,61,P20
2013-11-30,35,P20
2013-12-31,6,P20
2014-01-31,6,P20
2014-02-28,6,P20
2014-03-31,8,P20
2014-04-30,24,P20
2014-05-31,44,P20
2014-06-30,139,P20
2014-07-31,43,P20
2014-08-31,122,P20
2014-09-30,202,P20
2014-10-31,164,P20
2014-11-30,135,P20
2014-12-31,13,P20
2015-01-31,16,P20
2015-02-28,42,P20
2015-03-31,27,P20
2015-04-30,60,P20
2015-05-31,61,P20
2015-06-30,23,P20
2015-07-31,46,P20
2015-08-31,79,P20
2015-09-30,50,P20
2015-10-31,56,P20
2015-11-30,60,P20
2015-12-31,50,P20
2016-01-31,22,P20
2016-02-29,19,P20
2016-03-31,31,P20
2016-04-30,10,P20
2016-06-30,6,P20
2016-07-31,13,P20
2016-08-31,17,P20
2016-09-30,21,P20
2014-10-31,3,P200
2015-03-31,3,P200
2013-09-30,3,P2000
2014-10-31,3,P2000
2013-02-28,3,P2002
2013-03-31,3,P2002
2013-04-30,11,P2002
2013-05-31,6,P2002
2013-06-30,40,P2002
2013-07-31,7,P2002
2013-08-31,40,P2002
2013-09-30,16,P2002
2013-10-31,12,P2002
2013-11-30,9,P2002
2013-12-31,7,P2002
2014-01-31,3,P2002
2014-02-28,10,P2002
2014-03-31,3,P2002
2014-05-31,9,P2002
2014-06-30,13,P2002
2014-07-31,19,P2002
2014-08-31,56,P2002
2014-09-30,56,P2002
2014-10-31,32,P2002
2014-11-30,56,P2002
2014-12-31,9,P2002
2015-01-31,13,P2002
2015-02-28,6,P2002
2015-03-31,7,P2002
2015-04-30,18,P2002
2015-05-31,12,P2002
2015-06-30,12,P2002
2015-07-31,21,P2002
2015-08-31,29,P2002
2015-09-30,12,P2002
2015-10-31,18,P2002
2015-11-30,20,P2002
2015-12-31,13,P2002
2016-01-31,10,P2002
2016-02-29,3,P2002
2016-03-31,3,P2002
2016-04-30,9,P2002
2016-05-31,9,P2002
2016-06-30,6,P2002
2016-07-31,3,P2002
2016-08-31,5,P2002
2013-06-30,13,P2003
2013-07-31,3,P2003
2013-08-31,4,P2003
2013-09-30,6,P2003
2013-10-31,4,P2003
2014-03-31,6,P2003
2014-04-30,3,P2003
2014-05-31,7,P2003
2014-06-30,23,P2003
2014-07-31,10,P2003
2014-08-31,17,P2003
2014-09-30,42,P2003
2014-10-31,12,P2003
2014-11-30,14,P2003
2015-01-31,8,P2003
2015-02-28,3,P2003
2015-05-31,11,P2003
2015-06-30,3,P2003
2015-08-31,8,P2003
2015-10-31,4,P2003
2015-11-30,15,P2003
2015-12-31,3,P2003
2016-01-31,3,P2003
2016-02-29,3,P2003
2016-04-30,8,P2003
2016-05-31,8,P2003
2016-06-30,4,P2003
2016-07-31,4,P2003
2014-08-31,3,P201
2014-09-30,3,P201
2015-08-31,3,P2011
2013-02-28,3,P2013
2013-03-31,8,P2013
2013-04-30,6,P2013
2013-05-31,3,P2013
2013-06-30,14,P2013
2013-07-31,4,P2013
2013-08-31,6,P2013
2013-09-30,7,P2013
2013-10-31,6,P2013
2013-11-30,8,P2013
2014-03-31,3,P2013
2014-05-31,3,P2013
2014-06-30,9,P2013
2014-07-31,14,P2013
2014-08-31,30,P2013
2014-09-30,22,P2013
2014-10-31,41,P2013
2014-11-30,31,P2013
2014-12-31,3,P2013
2015-02-28,6,P2013
2015-03-31,12,P2013
2015-04-30,6,P2013
2015-05-31,10,P2013
2015-06-30,6,P2013
2015-07-31,30,P2013
2015-08-31,7,P2013
2015-09-30,8,P2013
2015-10-31,12,P2013
2015-11-30,10,P2013
2015-12-31,6,P2013
2016-01-31,3,P2013
2016-03-31,10,P2013
2016-04-30,7,P2013
2016-05-31,6,P2013
2016-09-30,4,P2013
2014-08-31,3,P2014
2016-03-31,3,P2018
2014-08-31,7,P2019
2014-11-30,4,P2019
2015-08-31,3,P2019
2016-04-30,3,P2019
2016-09-30,3,P2019
2013-03-31,3,P2020
2013-06-30,3,P2020
2013-08-31,3,P2020
2013-09-30,8,P2020
2014-04-30,3,P2020
2014-06-30,3,P2020
2014-07-31,3,P2020
2014-09-30,6,P2020
2014-10-31,3,P2020
2014-11-30,7,P2020
2015-03-31,3,P2020
2015-07-31,9,P2020
2015-10-31,3,P2020
2016-01-31,5,P2020
2016-02-29,3,P2020
2016-04-30,3,P2020
2016-09-30,6,P2020
2014-10-31,3,P2021
2014-11-30,3,P2021
2015-04-30,3,P2021
2015-07-31,6,P2021
2015-08-31,3,P2030
2013-09-30,3,P2031
2013-09-30,3,P2035
2014-06-30,3,P2035
2014-08-31,9,P2035
2015-06-30,4,P2035
2015-08-31,3,P2035
2014-11-30,3,P2036
2013-10-31,3,P2037
2014-06-30,3,P2037
2014-07-31,3,P2037
2014-10-31,3,P2037
2014-08-31,4,P2040
2016-01-31,3,P2040
2013-06-30,3,P2042
2014-09-30,3,P2042
