"stat_property","month_edit","no_item","no_user"
"P970","2013-10",1,1
"P970","2016-02",1,1
"P971","2013-10",87,4
"P971","2013-11",9,5
"P971","2013-12",19,5
"P971","2014-01",46,4
"P971","2014-02",48,11
"P971","2014-03",190,6
"P971","2014-04",6,5
"P971","2014-05",2,2
"P971","2014-06",6,6
"P971","2014-07",1,1
"P971","2014-08",22,6
"P971","2014-09",13,7
"P971","2014-10",17,9
"P971","2014-11",10,8
"P971","2014-12",14338,9
"P971","2015-01",18456,20
"P971","2015-02",4437,22
"P971","2015-03",5752,26
"P971","2015-04",133,27
"P971","2015-05",438,23
"P971","2015-06",224,25
"P971","2015-07",163,29
"P971","2015-08",1412,30
"P971","2015-09",800,25
"P971","2015-10",2662,30
"P971","2015-11",509,32
"P971","2015-12",12376,36
"P971","2016-01",763,40
"P971","2016-02",519,37
"P971","2016-03",1536,42
"P971","2016-04",584,32
"P971","2016-05",3350,32
"P971","2016-06",2370,38
"P971","2016-07",2808,43
"P971","2016-08",21060,38
"P971","2016-09",5165,36
"P971","2016-10",20,5
"P972","2013-10",2,1
"P972","2013-11",2,1
"P972","2013-12",6,1
"P972","2014-01",1,1
"P972","2014-02",2,1
"P972","2014-06",535,4
"P972","2014-08",3,3
"P972","2014-10",2,2
"P972","2014-12",1,1
"P972","2015-01",1,1
"P972","2015-02",1,1
"P972","2015-03",6,2
"P972","2015-04",1,1
"P972","2015-06",1,1
"P972","2015-07",1,1
"P972","2015-08",4,3
"P972","2015-10",1,1
"P972","2015-11",7,3
"P972","2015-12",1,1
"P972","2016-01",1,1
"P972","2016-02",26,2
"P972","2016-03",24,2
"P972","2016-04",1,1
"P972","2016-06",7,2
"P972","2016-09",1,1
"P973","2013-10",11,2
"P973","2013-11",6,2
"P973","2013-12",17,2
"P973","2014-01",10,1
"P973","2014-02",8,2
"P973","2014-03",24,7
